entity,classes
Austria_national_under-21_football_team,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Austrobaileyales,"{'http://dbpedia.org/ontology/Eukaryote', 'http://www.wikidata.org/entity/Q19088'}"
Austrolimnophila,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Austromordella,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Autoditacker,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Autograph_(American_band),"{'http://www.wikidata.org/entity/Q215380', 'http://www.wikidata.org/entity/Q5', 'http://dbpedia.org/ontology/Band', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Automan,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Automatic_Flowers,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Automobile_layout,{'http://dbpedia.org/ontology/Automobile'}
Autopilot_Off_(EP),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Autopsy_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
"Autumn,_Again","{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Autumn_Records,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Autódromo_Hermanos_Rodríguez,"{'http://www.wikidata.org/entity/Q134556', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Single', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}"
Ava_Adore,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Avajiq-e_Jonubi_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Avalanche_Express,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Avatar:_The_Last_Airbender_(video_game),"{'http://dbpedia.org/ontology/VideoGame', 'http://www.wikidata.org/entity/Q7889'}"
Avegno_Gordevio,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Aveley_F.C.,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Avenger_of_Antares,"{'http://purl.org/ontology/bibo/Book', 'http://www.wikidata.org/entity/Q571', 'http://dbpedia.org/ontology/Book', 'http://schema.org/Book'}"
Avengers:_Age_of_Ultron,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
AviaBellanca_Aircraft,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Avinash_Sachdev,"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
"Avon,_New_York","{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Avonbridge_(horse),{'http://dbpedia.org/ontology/Horse'}
Awaara_(1951_film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Awake_(TV_series),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Awake_and_Breathe,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Awakened_(novel),"{'http://purl.org/ontology/bibo/Book', 'http://www.wikidata.org/entity/Q571', 'http://dbpedia.org/ontology/Book', 'http://schema.org/Book'}"
Awam_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Away_We_Go,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Axel_F,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Axis_Bank,"{'http://dbpedia.org/ontology/Bank', 'http://schema.org/BankOrCreditUnion'}"
Ay_Amor_(Fonseca_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Aya_(Japanese_singer),{'http://dbpedia.org/ontology/MusicalArtist'}
Ayala_Corporation,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Ayananka_Bose,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Ayask_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Aydo_Abay,"{'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/Agent'}"
Aye_Tha_Aung,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Ayeshteni,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Ayhan_Güçlü,"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Aylesbury,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Aymaraes_Province,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Ayn_Rand,"{'http://dbpedia.org/ontology/Writer', 'http://www.wikidata.org/entity/Q36180'}"
Ayr,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Ayrshire,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Aytos_Municipality,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Azadshahr,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Village'}"
Azarshahr,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Village'}"
Azerbaijan_Soviet_Socialist_Republic,"{'http://www.wikidata.org/entity/Q486972', 'http://schema.org/Country', 'http://www.wikidata.org/entity/Q6256', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/Country'}"
Aziz_Sattar,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Azizabad_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Azizi_Matt_Rose,"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Azochis,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Azra,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Azure_(color),"{'http://www.wikidata.org/entity/Q2095', 'http://dbpedia.org/ontology/Colour', 'http://dbpedia.org/ontology/Food'}"
Aïyb_Dieng,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
B.E.D.,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
B._J._Cole,{'http://dbpedia.org/ontology/MusicalArtist'}
B2K,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
BAE_Systems,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
BBC,"{'http://www.wikidata.org/entity/Q386724', 'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q5', 'http://dbpedia.org/ontology/Broadcaster', 'http://www.wikidata.org/entity/Q4830453', 'http://schema.org/CreativeWork', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/Work', 'http://www.wikidata.org/entity/Q15265344', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
BBC_Earth_(TV_channel),"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/RadioStation', 'http://schema.org/TelevisionStation', 'http://dbpedia.org/ontology/RadioStation'}"
BBC_News_(TV_channel),"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/TelevisionStation'}"
BBC_Nine_O'Clock_News,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
BBC_Red_Button,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/TelevisionStation'}"
BBC_West,"{'http://www.wikidata.org/entity/Q15265344', 'http://dbpedia.org/ontology/Broadcaster'}"
BBC_World_News_America,"{'http://www.wikidata.org/entity/Q15265344', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Broadcaster', 'http://www.wikidata.org/entity/Q15416'}"
BBDO,"{'http://www.wikidata.org/entity/Q15265344', 'http://dbpedia.org/ontology/Company', 'http://dbpedia.org/ontology/Broadcaster', 'http://www.wikidata.org/entity/Q4830453'}"
BBS_TV,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/TelevisionStation'}"
BLAQ_Style,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
BMT_Fourth_Avenue_Line,"{'http://dbpedia.org/ontology/RailwayLine', 'http://www.wikidata.org/entity/Q728937'}"
BMW_3/20,{'http://dbpedia.org/ontology/Automobile'}
BMW_321,{'http://dbpedia.org/ontology/Automobile'}
BMW_507,{'http://dbpedia.org/ontology/Automobile'}
BMW_5_Series_(F10),{'http://dbpedia.org/ontology/Automobile'}
BMW_7_Series_(F01),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Automobile', 'http://www.wikidata.org/entity/Q15416'}"
BMW_X5_(E70),"{'http://www.wikidata.org/entity/Q386724', 'http://dbpedia.org/ontology/Work', 'http://dbpedia.org/ontology/Automobile', 'http://schema.org/CreativeWork'}"
BMX_Bandits_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/MusicalArtist'}"
BM_Neptuno,"{'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam'}"
BNT_2,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/TelevisionStation'}"
BSD_licenses,{''}
BTV_Cinema,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/RadioStation', 'http://schema.org/TelevisionStation', 'http://dbpedia.org/ontology/RadioStation'}"
BT_(musician),"{'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/Agent'}"
BURN-E,"{'http://dbpedia.org/ontology/InformationAppliance', 'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q1067263'}"
B_in_the_Mix:_The_Remixes,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Ba_U,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Baakleen,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Baal_Krishna,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Baazi_(1951_film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Babarashani_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Babe_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Babe_Dye,"{'http://dbpedia.org/ontology/IceHockeyPlayer', 'http://www.wikidata.org/entity/Q11774891'}"
Babella,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Babol,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Baboon,"{'http://www.wikidata.org/entity/Q7377', 'http://dbpedia.org/ontology/Mammal'}"
Babooshka_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Baburaj_(actor),"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
"Baby,_Baby_Don't_Cry","{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Baby_Blue_(rapper),{'http://dbpedia.org/ontology/MusicalArtist'}
Baby_I_Need_Your_Loving,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Baby_Love,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Baby_Puss,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Babylon_(Skindred_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Babylon_5,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Babylon_5:_A_Call_to_Arms,"{'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q15416'}"
Babylon_5:_Blood_Oath,"{'http://purl.org/ontology/bibo/Book', 'http://www.wikidata.org/entity/Q571', 'http://dbpedia.org/ontology/Book', 'http://schema.org/Book'}"
Babylon_5:_The_Shadow_Within,"{'http://purl.org/ontology/bibo/Book', 'http://www.wikidata.org/entity/Q571', 'http://dbpedia.org/ontology/Book', 'http://schema.org/Book'}"
Babylon_by_Bus,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Babyloniidae,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Baccharis_dracunculifolia,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Bachelor's_degree,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Bachelor_of_Arts_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Bachelor_of_Laws,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Bacillaceae,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Bacillales,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Bacilli,{''}
Back_2_da_Basics,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Back_in_Black_(novel),"{'http://purl.org/ontology/bibo/Book', 'http://www.wikidata.org/entity/Q571', 'http://dbpedia.org/ontology/Book', 'http://schema.org/Book'}"
Back_on_My_B.S.,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Back_on_My_Feet_Again,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Back_on_the_Road_(Madcon_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Back_on_the_Streets_(Gary_Moore_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Back_to_December,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Back_to_Sleep_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Back_to_the_'50s,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Backdraft_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Backlash_(Freddie_Hubbard_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Backspacer,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Backstage_(album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Backstreet_Records,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Backstrom_(TV_series),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Backwater_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bacon,"{'http://www.wikidata.org/entity/Q2095', 'http://dbpedia.org/ontology/Software', 'http://www.wikidata.org/entity/Q7397', 'http://dbpedia.org/ontology/Food'}"
BadBadNotGood,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Bad_Attitude_(album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Bad_Blood_(Bastille_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Bad_Blood_(Supergrass_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bad_Boy_(Skepta_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bad_Boy_Latino,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Bad_Boy_Records,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Bad_Boys_II_(soundtrack),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Bad_English,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Bad_Family_(TV_series),"{'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q15416'}"
Bad_Girl_(La_Toya_Jackson_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bad_Girls_(Donna_Summer_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bad_Guy_(TV_series),"{'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q15416'}"
Bad_Hair_Day_(film),"{'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q15416'}"
Bad_Homburg_vor_der_Höhe,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Bad_Kissingen_(district),"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Bad_Kreuznach,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Bad_Manners,"{'http://www.wikidata.org/entity/Q215380', 'http://www.wikidata.org/entity/Q5', 'http://dbpedia.org/ontology/Band', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Bad_Nauheim,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Bad_News_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Bad_Reputation_(Joan_Jett_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Bad_Santa,"{'http://www.wikidata.org/entity/Q5', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Badi_Door_Se_Aaye_Hai,"{'http://www.wikidata.org/entity/Q386724', 'http://dbpedia.org/ontology/Actor', 'http://schema.org/CreativeWork', 'http://www.wikidata.org/entity/Q33999', 'http://dbpedia.org/ontology/Work'}"
Badi_Panthulu,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Badiozzaman_Forouzanfar,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Badulla,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Bae_Seung-jin,"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Baek_Ji-young,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Baek_Jin-hee,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Bafoussam,"{'http://www.wikidata.org/entity/Q532', 'http://dbpedia.org/ontology/Village'}"
Bahmayi-ye_Sarhadi-ye_Gharbi_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Bahodir_Nasimov,"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Bahreman_Rural_District,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Bahria_Town,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Bahujan_Samaj_Party,"{'http://dbpedia.org/ontology/PoliticalParty', 'http://www.wikidata.org/entity/Q7278'}"
Bai_Konte,{'http://dbpedia.org/ontology/MusicalArtist'}
Baie-Comeau,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Baikiaea,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Bajaj_Group,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Bajrakitiyabha,{'http://dbpedia.org/ontology/Royalty'}
Bakary_Diakité,"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Bakery_Music,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Bakht_Khan,"{'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person'}"
